Database of origin:,Western Washington University Planetary Spectroscopy Lab
Sample Name,White Reference ,LabIR ,Rustoleum ,Fusion ,White Reference ,White Reference ,black3 ,black30 
Viewing Geometry,i=30 e=0) az=0,i=30 e=0) az=0,i=30 e=0) az=0,i=30 e=0) az=0,i=30 e=0) az=0,i=30 e=0) az=0,i=30 e=0) az=0,i=30 e=0) az=0

Wavelength
393,0.999487280845642,5.31650222837925E-02,6.17382787168026E-02,4.53040190041065E-02,1.06852900981903,0.999062120914459,6.31561130285263E-02, 6.34428933262825E-02 
394,0.999363958835602,5.25584407150745E-02,0.061201173812151,4.39694598317146E-02,1.06913411617279,1.00018274784088,6.20842128992081E-02, 6.27242103219032E-02 
395,0.999341487884521,0.051803532987833,6.02832622826099E-02,4.36672233045101E-02,1.06950461864471,1.00022673606873,6.15760982036591E-02, 6.21910654008389E-02 
396,0.999334812164307,5.16206659376621E-02,5.99369816482067E-02,4.40982952713966E-02,1.06938779354095,0.99965226650238,6.14807344973087E-02, 6.20504803955555E-02 
397,0.999328553676605,5.20949326455593E-02,6.04840107262135E-02,4.40599247813225E-02,1.06904172897339,0.99958860874176,6.10081553459167E-02, 6.19928576052189E-02 
398,1.00006639957428,5.07767349481583E-02,5.92365190386772E-02,4.30105738341808E-02,1.06940305233002,0.999719083309174,6.04156441986561E-02, 6.12959340214729E-02 
399,1.00009286403656,4.98578548431396E-02,0.058260440826416,0.041863888502121,1.06959235668182,0.999691724777222,5.97940534353256E-02, 6.05561695992947E-02 
400,0.999558508396149,5.01688607037067E-02,5.84076568484306E-02,4.16959337890148E-02,1.06957030296326,0.999587655067444,5.95239028334618E-02, 6.02882839739323E-02 
401,0.999863088130951,5.11639639735222E-02,5.92805631458759E-02,4.33557443320751E-02,1.06996965408325,0.999805271625519,6.01215101778507E-02, 6.07990212738514E-02 
402,0.999821364879608,5.15291690826416E-02,5.98806254565716E-02,4.34497073292732E-02,1.06985139846802,1.00000178813934,6.07667118310928E-02, 6.13619200885296E-02 
403,0.999786555767059,5.13796992599964E-02,5.99766485393047E-02,4.30022068321705E-02,1.06975555419922,1.00002598762512,6.10514134168625E-02, 6.15055225789547E-02 
404,1.00004839897156,5.09954765439034E-02,5.96043318510056E-02,4.29163686931133E-02,1.07007193565369,0.999884307384491,6.07983805239201E-02, 6.10828511416912E-02 
405,1.00032341480255,5.02928495407104E-02,5.88469095528126E-02,4.21480983495712E-02,1.0704540014267,0.999798834323883,5.99686689674854E-02, 6.03371560573578E-02 
406,1.00027179718018,5.03910034894943E-02,5.89305572211742E-02,4.22878116369247E-02,1.07063293457031,0.999949634075165,0.059764850884676, 6.02108351886272E-02 
407,0.999989032745361,5.07238730788231E-02,5.92598505318165E-02,4.26267273724079E-02,1.07044649124146,0.999998033046722,5.98982386291027E-02, 6.03616945445538E-02 
408,0.999746382236481,5.03672547638416E-02,5.88308833539486E-02,4.20299842953682E-02,1.06994688510895,0.999640285968781,5.96591494977474E-02, 6.01021908223629E-02 
409,0.999723553657532,5.01402392983437E-02,5.84006160497665E-02,4.18932400643826E-02,1.06988430023193,0.999867677688599,5.94052225351334E-02, 5.97176067531109E-02 
410,0.999657452106476,4.97519597411156E-02,5.80777004361153E-02,4.16045151650906E-02,1.07009816169739,0.999977886676788,5.90370446443558E-02, 5.96999563276768E-02 
411,0.99962705373764,4.93382029235363E-02,5.78767023980618E-02,4.11914959549904E-02,1.07039773464203,0.99979293346405,5.87328709661961E-02, 5.99377453327179E-02 
412,1.00003552436829,4.94638681411743E-02,5.77515847980976E-02,4.13726456463337E-02,1.07063186168671,0.999741554260254,5.89204095304012E-02, 5.97507022321224E-02 
413,0.999853193759918,4.90492284297943E-02,5.74381500482559E-02,4.10648435354233E-02,1.07046854496002,0.999905645847321,5.85956536233425E-02, 5.92418424785137E-02 
414,0.999635219573975,4.83714789152145E-02,5.69027587771416E-02,4.04876880347729E-02,1.07045781612396,0.999998092651367,5.78941330313683E-02, 5.85650876164436E-02 
415,0.999867558479309,4.80052120983601E-02,5.64334727823734E-02,4.01366986334324E-02,1.07084274291992,0.999851286411285,0.05738290771842, 0.058093398809433 
416,1.00008177757263,4.87157106399536E-02,0.057132575660944,4.06325347721577E-02,1.07066798210144,0.999749302864075,5.82814179360867E-02, 5.88838793337345E-02 
417,1.00029373168945,4.86226789653301E-02,5.69949708878994E-02,4.05468083918095E-02,1.07035529613495,0.999903798103333,5.81743791699409E-02, 5.86658380925655E-02 
418,1.00033831596375,4.80813942849636E-02,5.63898384571075E-02,4.01290021836758E-02,1.07028985023499,1.00006771087646,5.74690215289593E-02, 5.79980202019215E-02 
419,1.00007629394531,4.83070090413094E-02,5.65794371068478E-02,0.040259812027216,1.07068467140198,0.999878525733948,5.76618947088718E-02, 5.84356486797333E-02 
420,1.00006711483002,4.85958158969879E-02,5.66454902291298E-02,0.040264118462801,1.07068395614624,0.999806046485901,5.78044205904007E-02, 5.84411807358265E-02 
421,1.00006031990051,4.81661893427372E-02,0.056174386292696,3.98167110979557E-02,1.07063698768616,0.999856352806091,5.74529357254505E-02, 5.79787120223045E-02 
422,0.999967992305756,4.72643859684467E-02,5.54550588130951E-02,3.91831621527672E-02,1.07070970535278,0.999937117099762,5.68326525390148E-02, 5.73822259902954E-02 
423,1.00000274181366,4.74059693515301E-02,5.55802956223488E-02,3.93194854259491E-02,1.07069075107574,0.999895453453064,5.69369718432426E-02, 5.72552531957626E-02 
424,1.00007224082947,4.72796522080898E-02,5.55076599121094E-02,3.90372537076473E-02,1.07075071334839,0.999753475189209,5.66981174051762E-02, 5.71258217096329E-02 
425,1.00005996227264,4.69787307083607E-02,5.52817769348621E-02,3.86820547282696E-02,1.07080471515656,0.999788761138916,0.056446835398674, 5.68700730800629E-02 
426,0.999922335147858,4.68278266489506E-02,5.51483146846294E-02,3.87205705046654E-02,1.07078194618225,1.00008368492126,5.65621517598629E-02, 5.65742962062359E-02 
427,0.999852001667023,4.67086918652058E-02,5.50798512995243E-02,3.87134291231632E-02,1.07088649272919,0.99984472990036,5.63834607601166E-02, 5.67459277808666E-02 
428,0.999906301498413,4.67739962041378E-02,0.055070124566555,3.87300997972488E-02,1.07085728645325,0.99979442358017,5.63698075711727E-02, 5.68545907735825E-02 
429,0.999956786632538,4.67440448701382E-02,5.49426265060902E-02,3.86378467082977E-02,1.07080221176147,0.999920248985291,5.63707426190376E-02, 5.67482262849808E-02 
430,0.999810576438904,4.61810454726219E-02,5.44891469180584E-02,3.82407084107399E-02,1.07100641727448,0.999769270420074,5.59215322136879E-02, 5.65557852387428E-02 
431,0.99996542930603,4.61364686489105E-02,5.43798729777336E-02,3.81633974611759E-02,1.07087433338165,0.999777376651764,5.57685233652592E-02, 5.64578324556351E-02 
432,1.0001403093338,4.62413132190704E-02,5.44203221797943E-02,3.81245985627174E-02,1.07071232795715,0.999836325645447,5.57550303637981E-02, 5.64056150615215E-02 
433,1.00011372566223,4.62230108678341E-02,5.44290654361248E-02,3.80002148449421E-02,1.07071089744568,0.999870479106903,5.57360611855984E-02, 5.63462637364864E-02 
434,0.999922871589661,4.63728420436382E-02,0.054494958370924,3.82219366729259E-02,1.07063281536102,1.00001275539398,5.58519996702671E-02, 5.62985874712467E-02 
435,0.999933779239655,4.61425073444843E-02,5.42892664670944E-02,3.80280315876007E-02,1.07063961029053,0.999970197677612,5.56324236094952E-02, 5.61085604131222E-02 
436,0.999965012073517,4.57387492060661E-02,5.39986416697502E-02,3.76556888222694E-02,1.0707129240036,0.999855637550354,5.53037561476231E-02, 5.57976886630058E-02 
437,0.999786615371704,4.55780550837517E-02,5.39260469377041E-02,3.75728197395802E-02,1.07076871395111,0.999864757061005,5.52307702600956E-02, 5.55012635886669E-02 
438,0.99993896484375,4.57559302449226E-02,5.40043376386166E-02,3.75895760953426E-02,1.07070469856262,0.999877631664276,5.51793985068798E-02, 5.55674061179161E-02 
439,1.00003492832184,4.59164269268513E-02,0.05416589230299,3.76878790557384E-02,1.07062554359436,0.999826788902283,5.52803017199039E-02, 5.56743256747723E-02 
440,0.999993145465851,4.58768121898174E-02,5.42492642998695E-02,3.77337858080864E-02,1.07063543796539,0.999764859676361,5.53682297468185E-02, 0.055665846914053 
441,1.00005698204041,4.56551685929298E-02,5.40265552699566E-02,3.74983698129654E-02,1.07081055641174,0.9998459815979,5.50167113542557E-02, 5.55817149579525E-02 
442,1.00001573562622,4.54091243445873E-02,5.37598393857479E-02,3.72863076627254E-02,1.07077848911285,0.999928653240204,5.48130497336388E-02, 5.53968660533428E-02 
443,0.999919295310974,4.52957823872566E-02,5.35948239266872E-02,3.71811725199223E-02,1.07067179679871,0.999986588954926,5.47238290309906E-02, 5.52540272474289E-02 
444,0.9998619556427,4.53234501183033E-02,0.053548950701952,0.037145659327507,1.07064735889435,1.00001239776611,5.46192899346352E-02, 5.52107319235802E-02 
445,0.999930083751678,4.51272875070572E-02,5.33698014914989E-02,3.69388870894909E-02,1.07064545154572,0.999976575374603,5.44535145163536E-02, 5.50020895898342E-02 
446,0.999960362911224,4.50070947408676E-02,5.33202663064003E-02,3.68848666548729E-02,1.07064950466156,0.999963521957397,5.43496944010258E-02, 5.49675822257996E-02 
447,0.999960958957672,4.49614711105824E-02,5.32985404133797E-02,3.68905439972878E-02,1.07066881656647,0.999953508377075,5.42787574231625E-02, 5.49609959125519E-02 
448,1.00000655651093,4.48587276041508E-02,5.30844442546368E-02,3.67143750190735E-02,1.07072007656097,0.999894261360168,5.41532561182976E-02, 5.46730533242226E-02 
449,0.99993759393692,4.48076464235783E-02,0.053058099001646,3.67344170808792E-02,1.07076728343964,0.999936759471893,5.40783368051052E-02, 5.45647889375687E-02 
450,0.999955177307129,4.48045246303082E-02,5.31259998679161E-02,3.67478430271149E-02,1.07072138786316,0.99994957447052,5.40784820914268E-02, 0.05457554012537 
451,1.00008928775787,4.48294691741467E-02,5.31857796013355E-02,3.67080457508564E-02,1.07063746452332,0.999882638454437,5.41223660111427E-02, 5.46103753149509E-02 
452,1.00007677078247,4.48626205325127E-02,5.32004088163376E-02,3.68906669318676E-02,1.07079041004181,0.999838531017303,5.41176982223988E-02, 5.46112917363644E-02 
453,1.00000274181366,4.47273328900337E-02,5.30569888651371E-02,3.67368459701538E-02,1.0707585811615,0.999894499778748,5.39705641567707E-02, 5.44830784201622E-02 
454,0.999966263771057,4.45402860641479E-02,5.28296120464802E-02,3.64528745412827E-02,1.07069718837738,0.999952435493469,5.37709444761276E-02, 5.43143227696419E-02 
455,1.00002443790436,4.44409586489201E-02,5.26458099484444E-02,3.63460965454578E-02,1.07080209255219,0.999920010566711,5.36372810602188E-02, 5.42105883359909E-02 
456,1.00003933906555,4.42561134696007E-02,5.25751449167728E-02,3.61288413405418E-02,1.07072114944458,0.999956369400024,5.35285212099552E-02, 5.40787614881992E-02 
457,1.00004470348358,4.42514307796955E-02,5.26531971991062E-02,3.62298153340817E-02,1.0706981420517,0.999991655349731,5.36151640117168E-02, 0.054119911044836 
458,1.00003135204315,4.44071814417839E-02,5.27821034193039E-02,3.65042686462402E-02,1.07073867321014,0.999985754489899,5.37826046347618E-02, 5.42477294802666E-02 
459,0.999962031841278,0.044459905475378,5.27677237987518E-02,3.63808833062649E-02,1.07066249847412,0.999935984611511,5.37068992853165E-02, 5.41623830795288E-02 
460,0.999941647052765,4.41639311611652E-02,5.25906682014465E-02,3.62575687468052E-02,1.07062828540802,0.999961912631989,5.35294078290462E-02, 5.40263131260872E-02 
461,0.999951839447021,4.40268255770206E-02,5.25245480239391E-02,3.62159162759781E-02,1.07066941261292,0.999976813793182,5.34215457737446E-02, 0.053990326821804 
462,0.999973773956299,4.42534349858761E-02,5.26305139064789E-02,3.62178273499012E-02,1.07075250148773,0.999917805194855,5.34212477505207E-02, 5.40429465472698E-02 
463,1.00005054473877,4.40566726028919E-02,5.23470379412174E-02,3.60592305660248E-02,1.07074379920959,0.99984872341156,5.32244816422462E-02, 5.37779927253723E-02 
464,1.00006210803986,4.40462902188301E-02,5.22825829684734E-02,3.59560139477253E-02,1.07071137428284,0.999798893928528,5.32732084393501E-02, 5.37251196801662E-02 
465,1.0000079870224,4.41729910671711E-02,5.23864552378654E-02,3.60127352178097E-02,1.07072055339813,0.999795496463776,5.34131936728954E-02, 5.38368076086044E-02 
466,0.999955058097839,4.41470444202423E-02,5.23687675595284E-02,3.62074300646782E-02,1.07080829143524,0.999843418598175,5.33103086054325E-02, 5.38406744599342E-02 
467,1.00003087520599,4.39691767096519E-02,5.23213408887386E-02,3.60517464578152E-02,1.07082808017731,0.999834656715393,5.32229170203209E-02, 5.37193268537521E-02 
468,1.00007152557373,4.38303165137768E-02,5.21778017282486E-02,3.59178818762302E-02,1.07078981399536,0.999904870986938,5.31087853014469E-02, 5.35641759634018E-02 
469,1.00002646446228,4.37936671078205E-02,5.20139746367931E-02,3.59195619821548E-02,1.0707573890686,1.00001060962677,5.29881082475185E-02, 5.34692481160164E-02 
470,1.00001168251038,4.37471456825733E-02,5.20850196480751E-02,3.57717908918858E-02,1.07084131240845,0.999871611595154,5.29819093644619E-02, 5.35153783857822E-02 
471,0.999943554401398,0.043608944863081,5.19896224141121E-02,3.56579646468163E-02,1.07084310054779,0.99985808134079,5.28788827359676E-02, 5.33876307308674E-02 
472,0.999918103218079,4.35073152184486E-02,5.18993884325027E-02,3.56051921844482E-02,1.07080745697021,0.99990177154541,5.27966059744358E-02, 5.32436370849609E-02 
473,0.99999725818634,4.35579158365726E-02,5.20028993487358E-02,3.56157869100571E-02,1.07081401348114,0.999877870082855,5.28541058301926E-02, 5.32729625701904E-02 
474,0.99998813867569,4.36602309346199E-02,5.20592629909515E-02,3.57771292328835E-02,1.07083773612976,0.999863386154175,5.29020503163338E-02, 5.33660091459751E-02 
475,0.999938786029816,4.36730422079563E-02,5.20012490451336E-02,0.035743173211813,1.07085168361664,0.999857544898987,0.052866704761982, 5.33210039138794E-02 
476,0.99991649389267,4.35174740850925E-02,5.17957620322704E-02,0.035512987524271,1.07086670398712,0.999891877174377,5.26933446526527E-02, 5.31249232590199E-02 
477,0.999985158443451,4.32183668017387E-02,5.14862611889839E-02,3.53409200906754E-02,1.0709136724472,0.999996244907379,5.23930341005325E-02, 5.29227182269096E-02 
478,1.00002837181091,4.34257872402668E-02,5.16780763864517E-02,0.035475492477417,1.07092750072479,0.999918043613434,5.25352619588375E-02, 5.30573092401028E-02 
479,1.00002157688141,4.35106605291367E-02,5.17588183283806E-02,3.54946218430996E-02,1.07097911834717,0.999867558479309,0.052616398781538, 5.30714951455593E-02 
480,0.999984979629517,0.043213352560997,5.14768213033676E-02,3.52613851428032E-02,1.07108795642853,0.999939680099487,5.23956343531609E-02, 5.27879297733307E-02 
481,1.00000011920929,4.33825477957726E-02,5.16566447913647E-02,0.035412609577179,1.07113945484161,0.99986743927002,5.24705350399017E-02, 5.28118498623371E-02 
482,0.999969124794006,0.043293870985508,5.15528805553913E-02,3.53309288620949E-02,1.0711395740509,0.999854326248169,5.22966422140598E-02, 5.27060367166996E-02 
483,0.999948859214783,4.30360250174999E-02,5.13090938329697E-02,3.51073332130909E-02,1.07111310958862,0.999880611896515,5.20325116813183E-02, 5.25286979973316E-02 
484,1.00000846385956,4.29483950138092E-02,5.13177923858166E-02,3.50526757538319E-02,1.07109844684601,0.99986606836319,5.20227439701557E-02, 5.24871610105038E-02 
485,0.99994283914566,4.30157966911793E-02,5.14565035700798E-02,3.51734012365341E-02,1.07113873958588,0.999871015548706,5.21406233310699E-02, 5.25847971439362E-02 
486,0.999962985515594,4.31157909333706E-02,5.14972060918808E-02,3.52083258330822E-02,1.07114410400391,0.999819576740265,5.21904788911343E-02, 5.26814535260201E-02 
487,1.00004971027374,0.043111976236105,5.13659417629242E-02,3.50984893739223E-02,1.07113075256348,0.999765396118164,5.20912930369377E-02, 5.26491291821003E-02 
488,0.999914705753326,4.28734607994556E-02,5.11683449149132E-02,3.50229255855083E-02,1.07123565673828,0.999902844429016,5.18971644341946E-02, 5.23938164114952E-02 
489,0.999972343444824,4.27357442677021E-02,5.10386303067207E-02,3.47905084490776E-02,1.07128357887268,0.999865114688873,0.051773227751255, 5.22413328289986E-02 
490,1.00008606910706,4.27251942455769E-02,0.051004771143198,3.46992872655392E-02,1.07129454612732,0.999802887439728,5.17406724393368E-02, 0.05220777541399 
491,1.00007951259613,0.042762354016304,5.10248802602291E-02,3.48976217210293E-02,1.07131123542786,0.999871134757996,5.17499968409538E-02, 5.22127076983452E-02 
492,1.00005578994751,4.26893085241318E-02,5.09406886994839E-02,3.47307771444321E-02,1.07128942012787,0.999856054782867,5.16578853130341E-02, 5.21297566592693E-02 
493,1.00004100799561,4.26780395209789E-02,5.09375855326653E-02,3.46780866384506E-02,1.07133519649506,0.999829828739166,5.16458973288536E-02, 5.20978607237339E-02 
494,1.00002586841583,4.27035763859749E-02,5.09916134178638E-02,3.47553417086601E-02,1.07140612602234,0.999842345714569,5.16800619661808E-02, 5.21157048642635E-02 
495,0.99998527765274,4.26327101886272E-02,5.09572178125381E-02,3.47134955227375E-02,1.07139015197754,0.999912679195404,5.16107194125652E-02, 5.20953647792339E-02 
496,0.999984800815582,4.25465740263462E-02,0.050860270857811,3.47327329218388E-02,1.07148683071136,0.999887585639954,5.15678115189075E-02, 0.05201406031847 
497,0.999992668628693,4.25400957465172E-02,5.08263036608696E-02,3.47506254911423E-02,1.07150959968567,0.999881863594055,5.15505410730839E-02, 5.19842244684696E-02 
498,0.999984085559845,4.26042787730694E-02,5.08693642914295E-02,3.47170159220696E-02,1.07141900062561,0.999938309192657,5.15219159424305E-02, 5.20051792263985E-02 
499,0.999964356422424,4.25410903990269E-02,5.07765896618366E-02,3.46572175621986E-02,1.07153809070587,0.99990326166153,5.14060854911804E-02, 5.18290288746357E-02 
500,1.00000905990601,4.24844697117805E-02,5.07163368165493E-02,3.45465242862701E-02,1.07155084609985,0.999898374080658,5.12932427227497E-02, 5.17442114651203E-02 
501,1.00004518032074,4.24182042479515E-02,0.050677515566349,3.44592295587063E-02,1.0715184211731,0.999916970729828,5.12221902608871E-02, 5.17052561044693E-02 
502,0.999984085559845,4.22917120158672E-02,0.050585113465786,3.44502702355385E-02,1.07159531116486,0.999918520450592,5.11737167835236E-02, 5.15743419528008E-02 
503,0.999942600727081,4.21243384480476E-02,5.03427870571613E-02,3.42866107821465E-02,1.07172870635986,0.999926924705505,5.09253963828087E-02, 5.13642691075802E-02 
504,0.999941945075989,0.042046919465065,5.02164326608181E-02,3.41777838766575E-02,1.07176184654236,0.99990975856781,5.07289730012417E-02, 5.12021481990814E-02 
505,0.999977231025696,4.20650243759155E-02,5.02426326274872E-02,3.41749787330627E-02,1.07171154022217,0.99986743927002,5.06789535284042E-02, 5.11346682906151E-02 
506,1.00002157688141,4.20526675879955E-02,5.02078421413898E-02,3.41445244848728E-02,1.07177150249481,0.999837279319763,5.06798252463341E-02, 5.11172823607922E-02 
507,0.999993145465851,0.042043037712574,5.02662286162376E-02,3.41841280460358E-02,1.07177126407623,0.999892711639404,5.07410541176796E-02, 5.11013902723789E-02 
508,0.999951243400574,4.20410260558128E-02,5.03126867115498E-02,3.42246890068054E-02,1.07177603244781,0.999940872192383,0.050768181681633, 5.10981418192387E-02 
509,0.999957740306854,4.20305803418159E-02,5.02452999353409E-02,0.034190583974123,1.07184302806854,0.999912679195404,5.06949126720428E-02, 5.10951057076454E-02 
510,0.99998539686203,4.19281609356403E-02,0.050105907022953,3.40665839612484E-02,1.07186162471771,0.999920129776001,5.05711771547794E-02, 5.09381406009197E-02 
511,1.00001585483551,4.19422201812267E-02,5.00890649855137E-02,3.40746343135834E-02,1.07185935974121,0.999897003173828,5.05423285067081E-02, 5.09625226259232E-02 
512,1.00003516674042,4.19858321547508E-02,5.00966235995293E-02,3.41185219585896E-02,1.07187724113464,0.9998779296875,5.05545660853386E-02, 5.10373264551163E-02 
513,1.00003552436829,4.18390370905399E-02,0.049905076622963,3.39601002633572E-02,1.07195115089417,0.999936401844025,5.04546985030174E-02, 5.08212558925152E-02 
514,1.00002908706665,0.041810929775238,0.049898274242878,3.39566431939602E-02,1.07198846340179,0.999921202659607,5.03708720207214E-02, 5.08018843829632E-02 
515,1.0000239610672,0.041783981025219,4.98752892017365E-02,3.39636988937855E-02,1.07197558879852,0.999892294406891,5.03133945167065E-02, 5.07949329912663E-02 
