# 'counter', 'incidence', 'emission', 'azimuth', 'phase', 'reflectance_factor', 'standard_deviation', 'error_estimate', 'quality_flag', 'absolute_time', 'relative_time', 'bandpass_central', 'bandpass_FWHM', 'sample_temperature', 'air_temperature', 'air_humidity'
005608, 15.00, 0.00, 135.00, 15.00, 1.09330, 0.0153209744, 0.76318, 5, 1584132402.0, 43173.0, 905.00, 25.00, 19.30, 20.20, 25.00
005609, 15.00, 0.00, 120.00, 15.00, 1.09464, 0.0000000000, 0.76318, 5, 1584132411.0, 43182.0, 905.00, 25.00, 19.30, 20.20, 25.00
005610, 15.00, 5.00, 120.00, 18.02, 1.09311, 0.0188393304, 0.76318, 5, 1584132418.0, 43189.0, 905.00, 25.00, 19.30, 20.20, 25.00
005611, 15.00, 10.00, 120.00, 21.75, 1.09069, 0.0000000000, 0.76318, 5, 1584132425.0, 43196.0, 905.00, 25.00, 19.30, 20.20, 25.00
005612, 15.00, 15.00, 120.00, 25.91, 1.08444, 0.0195849504, 0.76318, 5, 1584132432.0, 43203.0, 905.00, 25.00, 19.30, 20.20, 25.00
005613, 15.00, 20.00, 120.00, 30.30, 1.07693, 0.0202721985, 0.76318, 5, 1584132440.0, 43211.0, 905.00, 25.00, 19.30, 20.20, 25.00
005614, 15.00, 25.00, 120.00, 34.84, 1.06873, 0.0000000000, 0.76318, 5, 1584132447.0, 43218.0, 905.00, 25.00, 19.30, 20.20, 25.00
005615, 15.00, 30.00, 120.00, 39.48, 1.05945, 0.0000000000, 0.76318, 5, 1584132454.0, 43225.0, 905.00, 25.00, 19.30, 20.20, 25.00
005616, 15.00, 35.00, 120.00, 44.19, 1.05054, 0.0000000000, 0.76318, 5, 1584132461.0, 43232.0, 905.00, 25.00, 19.30, 20.20, 25.00
005617, 15.00, 40.00, 120.00, 48.95, 1.03952, 0.0257624079, 0.76318, 5, 1584132468.0, 43239.0, 905.00, 25.00, 19.30, 20.20, 25.00
005618, 15.00, 45.00, 120.00, 53.74, 1.02631, 0.0000000000, 0.76318, 5, 1584132475.0, 43246.0, 905.00, 25.00, 19.30, 20.20, 25.00
005619, 15.00, 50.00, 120.00, 58.55, 1.01370, 0.0000000000, 0.76318, 5, 1584132482.0, 43253.0, 905.00, 25.00, 19.30, 20.20, 25.00
005620, 15.00, 55.00, 120.00, 63.38, 0.99847, 0.0358217277, 0.76318, 5, 1584132490.0, 43261.0, 905.00, 25.00, 19.30, 20.20, 25.00
005621, 15.00, 60.00, 120.00, 68.23, 0.97655, 0.0000000000, 0.76318, 5, 1584132497.0, 43268.0, 905.00, 25.00, 19.30, 20.20, 25.00
005622, 15.00, 65.00, 120.00, 73.09, 0.95267, 0.0192911019, 0.76318, 5, 1584132504.0, 43275.0, 905.00, 25.00, 19.30, 20.20, 25.00
005623, 15.00, 70.00, 120.00, 77.95, 0.92313, 0.0273108126, 0.76318, 5, 1584132511.0, 43282.0, 905.00, 25.00, 19.30, 20.20, 25.00
005624, 15.00, 75.00, 120.00, 82.82, 0.87743, 0.0308559848, 0.76318, 5, 1584132518.0, 43289.0, 905.00, 25.00, 19.30, 20.20, 25.00
005625, 15.00, 80.00, 120.00, 87.69, 0.80855, 0.0477213076, 0.76318, 5, 1584132525.0, 43296.0, 905.00, 25.00, 19.30, 20.20, 25.00
005626, 15.00, 80.00, 105.00, 84.16, 0.81043, 0.0518823894, 0.76318, 5, 1584132534.0, 43305.0, 905.00, 25.00, 19.30, 20.20, 25.00
005627, 15.00, 75.00, 105.00, 79.32, 0.87099, 0.0297220984, 0.76318, 5, 1584132541.0, 43312.0, 905.00, 25.00, 19.30, 20.20, 25.00
005628, 15.00, 70.00, 105.00, 74.49, 0.91664, 0.0418998935, 0.76318, 5, 1584132549.0, 43320.0, 905.00, 25.00, 19.30, 20.20, 25.00
005629, 15.00, 65.00, 105.00, 69.67, 0.94597, 0.0268283581, 0.76318, 5, 1584132556.0, 43327.0, 905.00, 25.00, 19.30, 20.20, 25.00
005630, 15.00, 60.00, 105.00, 64.85, 0.97186, 0.0422180238, 0.76318, 5, 1584132563.0, 43334.0, 905.00, 25.00, 19.30, 20.20, 25.00
005631, 15.00, 55.00, 105.00, 60.06, 0.99350, 0.0293944738, 0.76318, 5, 1584132570.0, 43341.0, 905.00, 25.00, 19.30, 20.20, 25.00
005632, 15.00, 50.00, 105.00, 55.28, 1.00875, 0.0316389789, 0.76318, 5, 1584132577.0, 43348.0, 905.00, 25.00, 19.30, 20.20, 25.00
005633, 15.00, 45.00, 105.00, 50.53, 1.02300, 0.0283604231, 0.76318, 5, 1584132585.0, 43356.0, 905.00, 25.00, 19.30, 20.20, 25.00
005634, 15.00, 40.00, 105.00, 45.82, 1.03646, 0.0000000000, 0.76318, 5, 1584132592.0, 43363.0, 905.00, 25.00, 19.30, 20.20, 25.00
005635, 15.00, 35.00, 105.00, 41.16, 1.04697, 0.0000000000, 0.76318, 5, 1584132599.0, 43370.0, 905.00, 25.00, 19.30, 20.20, 25.00
005636, 15.00, 30.00, 105.00, 36.58, 1.05712, 0.0182965877, 0.76318, 5, 1584132606.0, 43377.0, 905.00, 25.00, 19.30, 20.20, 25.00
005637, 15.00, 25.00, 105.00, 32.10, 1.06595, 0.0000000000, 0.76318, 5, 1584132613.0, 43384.0, 905.00, 25.00, 19.30, 20.20, 25.00
005638, 15.00, 20.00, 105.00, 27.78, 1.07461, 0.0203159139, 0.76318, 5, 1584132620.0, 43391.0, 905.00, 25.00, 19.30, 20.20, 25.00
005639, 15.00, 15.00, 105.00, 23.70, 1.08236, 0.0196226047, 0.76318, 5, 1584132628.0, 43399.0, 905.00, 25.00, 19.30, 20.20, 25.00
005640, 15.00, 10.00, 105.00, 20.01, 1.09069, 0.0000000000, 0.76318, 5, 1584132635.0, 43406.0, 905.00, 25.00, 19.30, 20.20, 25.00
005641, 15.00, 5.00, 105.00, 16.98, 1.09437, 0.0188176211, 0.76318, 5, 1584132642.0, 43413.0, 905.00, 25.00, 19.30, 20.20, 25.00
005642, 15.00, 0.00, 105.00, 15.00, 1.09422, 0.0000000000, 0.76318, 5, 1584132649.0, 43420.0, 905.00, 25.00, 19.30, 20.20, 25.00
005643, 30.00, 80.00, 90.00, 81.35, 0.82041, 0.0219968065, 0.76318, 5, 1584132707.0, 43478.0, 905.00, 25.00, 19.30, 20.20, 25.00
005644, 30.00, 75.00, 90.00, 77.05, 0.88108, 0.0552125510, 0.76318, 5, 1584132714.0, 43485.0, 905.00, 25.00, 19.30, 20.20, 25.00
005645, 30.00, 70.00, 90.00, 72.77, 0.91783, 0.0213439021, 0.76318, 5, 1584132722.0, 43493.0, 905.00, 25.00, 19.30, 20.20, 25.00
005646, 30.00, 65.00, 90.00, 68.53, 0.94848, 0.0193762978, 0.76318, 5, 1584132729.0, 43500.0, 905.00, 25.00, 19.30, 20.20, 25.00
005647, 30.00, 60.00, 90.00, 64.34, 0.97235, 0.0000000000, 0.76318, 5, 1584132736.0, 43507.0, 905.00, 25.00, 19.30, 20.20, 25.00
005648, 30.00, 55.00, 90.00, 60.22, 0.98826, 0.0295504288, 0.76318, 5, 1584132743.0, 43514.0, 905.00, 25.00, 19.30, 20.20, 25.00
005649, 30.00, 50.00, 90.00, 56.17, 1.00305, 0.0259797990, 0.76318, 5, 1584132750.0, 43521.0, 905.00, 25.00, 19.30, 20.20, 25.00
005650, 30.00, 45.00, 90.00, 52.24, 1.01650, 0.0285417133, 0.76318, 5, 1584132757.0, 43528.0, 905.00, 25.00, 19.30, 20.20, 25.00
005651, 30.00, 40.00, 90.00, 48.44, 1.02691, 0.0000000000, 0.76318, 5, 1584132764.0, 43535.0, 905.00, 25.00, 19.30, 20.20, 25.00
005652, 30.00, 35.00, 90.00, 44.81, 1.03566, 0.0000000000, 0.76318, 5, 1584132771.0, 43542.0, 905.00, 25.00, 19.30, 20.20, 25.00
005653, 30.00, 30.00, 90.00, 41.41, 1.04420, 0.0226860763, 0.76318, 5, 1584132778.0, 43549.0, 905.00, 25.00, 19.30, 20.10, 25.00
005654, 30.00, 25.00, 90.00, 38.29, 1.05170, 0.0000000000, 0.76318, 5, 1584132786.0, 43557.0, 905.00, 25.00, 19.30, 20.20, 25.00
005655, 30.00, 20.00, 90.00, 35.53, 1.05720, 0.0000000000, 0.76318, 5, 1584132793.0, 43564.0, 905.00, 25.00, 19.30, 20.10, 25.00
005656, 30.00, 15.00, 90.00, 33.23, 1.06237, 0.0163232303, 0.76318, 5, 1584132800.0, 43571.0, 905.00, 25.00, 19.30, 20.20, 25.00
005657, 30.00, 10.00, 90.00, 31.47, 1.06601, 0.0000000000, 0.76318, 5, 1584132807.0, 43578.0, 905.00, 25.00, 19.30, 20.20, 25.00
005658, 30.00, 5.00, 90.00, 30.38, 1.06852, 0.0157362576, 0.76318, 5, 1584132814.0, 43585.0, 905.00, 25.00, 19.30, 20.20, 25.00
005659, 30.00, 0.00, 90.00, 30.00, 1.06290, 0.0157591994, 0.76318, 5, 1584132822.0, 43593.0, 905.00, 25.00, 19.30, 20.20, 25.00
005660, 30.00, 0.00, 75.00, 30.00, 1.06282, 0.0000000000, 0.76318, 5, 1584132830.0, 43601.0, 905.00, 25.00, 19.30, 20.20, 25.00
005661, 30.00, 5.00, 75.00, 29.07, 1.06758, 0.0000000000, 0.76318, 5, 1584132838.0, 43609.0, 905.00, 25.00, 19.30, 20.20, 25.00
005662, 30.00, 10.00, 75.00, 28.91, 1.06473, 0.0000000000, 0.76318, 5, 1584132845.0, 43616.0, 905.00, 25.00, 19.30, 20.20, 25.00
005663, 30.00, 15.00, 75.00, 29.54, 1.06018, 0.0163569532, 0.76318, 5, 1584132852.0, 43623.0, 905.00, 25.00, 19.30, 20.20, 25.00
005664, 30.00, 20.00, 75.00, 30.90, 1.05531, 0.0168911935, 0.76318, 5, 1584132859.0, 43630.0, 905.00, 25.00, 19.30, 20.20, 25.00
005665, 30.00, 25.00, 75.00, 32.90, 1.04926, 0.0176143227, 0.76318, 5, 1584132866.0, 43637.0, 905.00, 25.00, 19.30, 20.20, 25.00
005666, 30.00, 30.00, 75.00, 35.44, 1.04146, 0.0000000000, 0.76318, 5, 1584132873.0, 43644.0, 905.00, 25.00, 19.30, 20.20, 25.00
005667, 30.00, 35.00, 75.00, 38.41, 1.03100, 0.0000000000, 0.76318, 5, 1584132881.0, 43652.0, 905.00, 25.00, 19.30, 20.20, 25.00
005668, 30.00, 40.00, 75.00, 41.70, 1.02149, 0.0214061420, 0.76318, 5, 1584132888.0, 43659.0, 905.00, 25.00, 19.30, 20.20, 25.00
005669, 30.00, 45.00, 75.00, 45.26, 1.01087, 0.0000000000, 0.76318, 5, 1584132895.0, 43666.0, 905.00, 25.00, 19.30, 20.20, 25.00
005670, 30.00, 50.00, 75.00, 49.02, 0.99529, 0.0320668799, 0.76318, 5, 1584132902.0, 43673.0, 905.00, 25.00, 19.30, 20.20, 25.00
005671, 30.00, 55.00, 75.00, 52.93, 0.98001, 0.0364966003, 0.76318, 5, 1584132909.0, 43680.0, 905.00, 25.00, 19.30, 20.20, 25.00
005672, 30.00, 60.00, 75.00, 56.97, 0.96255, 0.0426265716, 0.76318, 5, 1584132917.0, 43688.0, 905.00, 25.00, 19.30, 20.20, 25.00
005673, 30.00, 65.00, 75.00, 61.10, 0.93796, 0.0204846457, 0.76318, 5, 1584132924.0, 43695.0, 905.00, 25.00, 19.30, 20.20, 25.00
005674, 30.00, 70.00, 75.00, 65.30, 0.90570, 0.0235703357, 0.76318, 5, 1584132931.0, 43702.0, 905.00, 25.00, 19.30, 20.20, 25.00
005675, 30.00, 75.00, 75.00, 69.57, 0.86562, 0.0204753768, 0.76318, 5, 1584132938.0, 43709.0, 905.00, 25.00, 19.30, 20.20, 25.00
005676, 30.00, 80.00, 75.00, 73.87, 0.80176, 0.0294705209, 0.76318, 5, 1584132945.0, 43716.0, 905.00, 25.00, 19.30, 20.20, 25.00
005677, 30.00, 80.00, 60.00, 66.64, 0.78498, 0.0990734850, 0.76318, 5, 1584132954.0, 43725.0, 905.00, 25.00, 19.30, 20.20, 25.00
005678, 30.00, 75.00, 60.00, 62.25, 0.85191, 0.0368273265, 0.76318, 5, 1584132961.0, 43732.0, 905.00, 25.00, 19.30, 20.20, 25.00
005679, 30.00, 70.00, 60.00, 57.92, 0.89378, 0.0185821194, 0.76318, 5, 1584132968.0, 43739.0, 905.00, 25.00, 19.30, 20.20, 25.00
005680, 30.00, 65.00, 60.00, 53.66, 0.92864, 0.0281498659, 0.76318, 5, 1584132976.0, 43747.0, 905.00, 25.00, 19.30, 20.20, 25.00
005681, 30.00, 60.00, 60.00, 49.49, 0.95511, 0.0429583545, 0.76318, 5, 1584132983.0, 43754.0, 905.00, 25.00, 19.30, 20.20, 25.00
005682, 30.00, 55.00, 60.00, 45.45, 0.97367, 0.0000000000, 0.76318, 5, 1584132990.0, 43761.0, 905.00, 25.00, 19.30, 20.10, 25.00
005683, 30.00, 50.00, 60.00, 41.57, 0.99042, 0.0000000000, 0.76318, 5, 1584132997.0, 43768.0, 905.00, 25.00, 19.30, 20.20, 25.00
005684, 30.00, 45.00, 60.00, 37.89, 1.00609, 0.0000000000, 0.76318, 5, 1584133004.0, 43775.0, 905.00, 25.00, 19.30, 20.10, 25.00
005685, 30.00, 40.00, 60.00, 34.50, 1.01795, 0.0214805254, 0.76318, 5, 1584133012.0, 43783.0, 905.00, 25.00, 19.30, 20.20, 25.00
005686, 30.00, 35.00, 60.00, 31.48, 1.02831, 0.0198854812, 0.76318, 5, 1584133019.0, 43790.0, 905.00, 25.00, 19.30, 20.20, 25.00
005687, 30.00, 30.00, 60.00, 28.96, 1.03921, 0.0227950002, 0.76318, 5, 1584133026.0, 43797.0, 905.00, 25.00, 19.30, 20.20, 25.00
005688, 30.00, 25.00, 60.00, 27.06, 1.04702, 0.0000000000, 0.76318, 5, 1584133033.0, 43804.0, 905.00, 25.00, 19.30, 20.20, 25.00
005689, 30.00, 20.00, 60.00, 25.93, 1.05342, 0.0207245720, 0.76318, 5, 1584133040.0, 43811.0, 905.00, 25.00, 19.30, 20.20, 25.00
005690, 30.00, 15.00, 60.00, 25.68, 1.05992, 0.0200380622, 0.76318, 5, 1584133047.0, 43818.0, 905.00, 25.00, 19.30, 20.20, 25.00
005691, 30.00, 10.00, 60.00, 26.33, 1.06430, 0.0000000000, 0.76318, 5, 1584133054.0, 43825.0, 905.00, 25.00, 19.30, 20.20, 25.00
005692, 30.00, 5.00, 60.00, 27.81, 1.06691, 0.0193019816, 0.76318, 5, 1584133061.0, 43832.0, 905.00, 25.00, 19.30, 20.20, 25.00
005693, 30.00, 0.00, 60.00, 30.00, 1.06265, 0.0193055623, 0.76318, 5, 1584133068.0, 43839.0, 905.00, 25.00, 19.30, 20.20, 25.00
005694, 30.00, 0.00, 45.00, 30.00, 1.06282, 0.0000000000, 0.76318, 5, 1584133077.0, 43848.0, 905.00, 25.00, 19.30, 20.20, 25.00
005695, 30.00, 5.00, 45.00, 26.68, 1.06758, 0.0000000000, 0.76318, 5, 1584133084.0, 43855.0, 905.00, 25.00, 19.30, 20.20, 25.00
005696, 30.00, 10.00, 45.00, 23.90, 1.06430, 0.0000000000, 0.76318, 5, 1584133092.0, 43863.0, 905.00, 25.00, 19.30, 20.10, 25.00
005697, 30.00, 15.00, 45.00, 21.87, 1.06053, 0.0000000000, 0.76318, 5, 1584133099.0, 43870.0, 905.00, 25.00, 19.30, 20.20, 25.00
005698, 30.00, 20.00, 45.00, 20.82, 1.05459, 0.0169027421, 0.76318, 5, 1584133106.0, 43877.0, 905.00, 25.00, 19.30, 20.20, 25.00
005699, 30.00, 25.00, 45.00, 20.88, 1.04768, 0.0216057758, 0.76318, 5, 1584133113.0, 43884.0, 905.00, 25.00, 19.30, 20.20, 25.00
005700, 30.00, 30.00, 45.00, 22.06, 1.03940, 0.0186085359, 0.76318, 5, 1584133120.0, 43891.0, 905.00, 25.00, 19.30, 20.10, 25.00
005701, 30.00, 35.00, 45.00, 24.19, 1.02842, 0.0000000000, 0.76318, 5, 1584133127.0, 43898.0, 905.00, 25.00, 19.30, 20.20, 25.00
005702, 30.00, 40.00, 45.00, 27.04, 1.01641, 0.0000000000, 0.76318, 5, 1584133135.0, 43906.0, 905.00, 25.00, 19.30, 20.20, 25.00
005703, 30.00, 45.00, 45.00, 30.42, 1.00309, 0.0000000000, 0.76318, 5, 1584133142.0, 43913.0, 905.00, 25.00, 19.30, 20.20, 25.00
005704, 30.00, 50.00, 45.00, 34.16, 0.98634, 0.0264200759, 0.76318, 5, 1584133149.0, 43920.0, 905.00, 25.00, 19.30, 20.20, 25.00
005705, 30.00, 55.00, 45.00, 38.15, 0.96910, 0.0301347847, 0.76318, 5, 1584133156.0, 43927.0, 905.00, 25.00, 19.30, 20.20, 25.00
005706, 30.00, 60.00, 45.00, 42.34, 0.94954, 0.0000000000, 0.76318, 5, 1584133163.0, 43934.0, 905.00, 25.00, 19.30, 20.10, 25.00
005707, 30.00, 65.00, 45.00, 46.65, 0.92203, 0.0221286634, 0.76318, 5, 1584133171.0, 43942.0, 905.00, 25.00, 19.30, 20.20, 25.00
005708, 30.00, 70.00, 45.00, 51.07, 0.88569, 0.0268058555, 0.76318, 5, 1584133178.0, 43949.0, 905.00, 25.00, 19.30, 20.20, 25.00
005709, 30.00, 75.00, 45.00, 55.55, 0.84344, 0.0254491879, 0.76318, 5, 1584133185.0, 43956.0, 905.00, 25.00, 19.30, 20.10, 25.00
005710, 30.00, 80.00, 45.00, 60.09, 0.77130, 0.0637706555, 0.76318, 5, 1584133192.0, 43963.0, 905.00, 25.00, 19.30, 20.20, 25.00
005711, 30.00, 80.00, 30.00, 54.77, 0.76197, 0.0465140034, 0.76318, 5, 1584133201.0, 43972.0, 905.00, 25.00, 19.30, 20.20, 25.00
005712, 30.00, 75.00, 30.00, 50.03, 0.83383, 0.0315278160, 0.76318, 5, 1584133208.0, 43979.0, 905.00, 25.00, 19.30, 20.20, 25.00
005713, 30.00, 70.00, 30.00, 45.32, 0.88084, 0.0257808436, 0.76318, 5, 1584133215.0, 43986.0, 905.00, 25.00, 19.30, 20.20, 25.00
005714, 30.00, 65.00, 30.00, 40.67, 0.91800, 0.0209300028, 0.76318, 5, 1584133222.0, 43993.0, 905.00, 25.00, 19.30, 20.20, 25.00
005715, 30.00, 60.00, 30.00, 36.10, 0.94616, 0.0000000000, 0.76318, 5, 1584133230.0, 44001.0, 905.00, 25.00, 19.30, 20.20, 25.00
005716, 30.00, 55.00, 30.00, 31.63, 0.96703, 0.0000000000, 0.76318, 5, 1584133237.0, 44008.0, 905.00, 25.00, 19.30, 20.20, 25.00
005717, 30.00, 50.00, 30.00, 27.33, 0.98581, 0.0000000000, 0.76318, 5, 1584133244.0, 44015.0, 905.00, 25.00, 19.30, 20.20, 25.00
005718, 30.00, 45.00, 30.00, 23.28, 1.00417, 0.0235903401, 0.76318, 5, 1584133251.0, 44022.0, 905.00, 25.00, 19.30, 20.20, 25.00
005719, 30.00, 40.00, 30.00, 19.65, 1.01707, 0.0214992021, 0.76318, 5, 1584133258.0, 44029.0, 905.00, 25.00, 19.30, 20.20, 25.00
005720, 30.00, 35.00, 30.00, 16.71, 1.02914, 0.0243350634, 0.76318, 5, 1584133265.0, 44036.0, 905.00, 25.00, 19.30, 20.20, 25.00
005721, 30.00, 30.00, 30.00, 14.87, 1.04087, 0.0185822996, 0.76318, 5, 1584133272.0, 44043.0, 905.00, 25.00, 19.30, 20.20, 25.00
005722, 30.00, 25.00, 30.00, 14.56, 1.04945, 0.0176111846, 0.76318, 5, 1584133280.0, 44051.0, 905.00, 25.00, 19.30, 20.20, 25.00
005723, 30.00, 20.00, 30.00, 15.87, 1.05567, 0.0206803379, 0.76318, 5, 1584133287.0, 44058.0, 905.00, 25.00, 19.30, 20.20, 25.00
005724, 30.00, 15.00, 30.00, 18.45, 1.06027, 0.0200314392, 0.76318, 5, 1584133294.0, 44065.0, 905.00, 25.00, 19.30, 20.20, 25.00
005725, 30.00, 10.00, 30.00, 21.87, 1.06378, 0.0159890391, 0.76318, 5, 1584133301.0, 44072.0, 905.00, 25.00, 19.30, 20.20, 25.00
005726, 30.00, 5.00, 30.00, 25.78, 1.06674, 0.0000000000, 0.76318, 5, 1584133308.0, 44079.0, 905.00, 25.00, 19.30, 20.20, 25.00
005727, 30.00, 0.00, 30.00, 30.00, 1.06206, 0.0157716268, 0.76318, 5, 1584133315.0, 44086.0, 905.00, 25.00, 19.30, 20.20, 25.00
005728, 30.00, 0.00, 15.00, 30.00, 1.06282, 0.0249194457, 0.76318, 5, 1584133324.0, 44095.0, 905.00, 25.00, 19.30, 20.20, 25.00
005729, 30.00, 5.00, 15.00, 25.20, 1.06733, 0.0192943202, 0.76318, 5, 1584133331.0, 44102.0, 905.00, 25.00, 19.30, 20.20, 25.00
005730, 30.00, 10.00, 15.00, 20.49, 1.06507, 0.0159697116, 0.76318, 5, 1584133338.0, 44109.0, 905.00, 25.00, 19.30, 20.20, 25.00
005731, 30.00, 15.00, 15.00, 15.95, 1.06290, 0.0199819054, 0.76318, 5, 1584133346.0, 44117.0, 905.00, 25.00, 19.30, 20.20, 25.00
005732, 30.00, 20.00, 15.00, 11.77, 1.05874, 0.0206204816, 0.76318, 5, 1584133353.0, 44124.0, 905.00, 25.00, 19.30, 20.20, 25.00
005733, 30.00, 25.00, 15.00, 8.51, 1.05497, 0.0000000000, 0.76318, 5, 1584133360.0, 44131.0, 905.00, 25.00, 19.30, 20.20, 25.00
005734, 30.00, 30.00, 15.00, 7.48, 1.04831, 0.0000000000, 0.76318, 5, 1584133367.0, 44138.0, 905.00, 25.00, 19.30, 20.20, 25.00
005735, 30.00, 35.00, 15.00, 9.45, 1.03566, 0.0000000000, 0.76318, 5, 1584133374.0, 44145.0, 905.00, 25.00, 19.30, 20.20, 25.00
005736, 30.00, 40.00, 15.00, 13.13, 1.02193, 0.0000000000, 0.76318, 5, 1584133381.0, 44152.0, 905.00, 25.00, 19.30, 20.20, 25.00
005737, 30.00, 45.00, 15.00, 17.47, 1.00621, 0.0235426318, 0.76318, 5, 1584133388.0, 44159.0, 905.00, 25.00, 19.30, 20.20, 25.00
005738, 30.00, 50.00, 15.00, 22.08, 0.98713, 0.0000000000, 0.76318, 5, 1584133396.0, 44167.0, 905.00, 25.00, 19.30, 20.20, 25.00
005739, 30.00, 55.00, 15.00, 26.83, 0.96674, 0.0369974686, 0.76318, 5, 1584133403.0, 44174.0, 905.00, 25.00, 19.30, 20.20, 25.00
005740, 30.00, 60.00, 15.00, 31.65, 0.94531, 0.0000000000, 0.76318, 5, 1584133410.0, 44181.0, 905.00, 25.00, 19.30, 20.20, 25.00
005741, 30.00, 65.00, 15.00, 36.51, 0.91609, 0.0118487727, 0.76318, 5, 1584133417.0, 44188.0, 905.00, 25.00, 19.30, 20.20, 25.00
005742, 30.00, 70.00, 15.00, 41.41, 0.87740, 0.0111637157, 0.76318, 5, 1584133424.0, 44195.0, 905.00, 25.00, 19.30, 20.20, 25.00
005743, 30.00, 75.00, 15.00, 46.32, 0.82995, 0.0233937193, 0.76318, 5, 1584133432.0, 44203.0, 905.00, 25.00, 19.30, 20.20, 25.00
005744, 30.00, 80.00, 15.00, 51.24, 0.75289, 0.0470753386, 0.76318, 5, 1584133439.0, 44210.0, 905.00, 25.00, 19.30, 20.20, 25.00
005745, 30.00, 80.00, 0.00, 50.00, 0.74643, 0.0474824864, 0.76318, 5, 1584133447.0, 44218.0, 905.00, 25.00, 19.30, 20.20, 25.00
005746, 30.00, 75.00, 0.00, 45.00, 0.82416, 0.0318977417, 0.76318, 5, 1584133455.0, 44226.0, 905.00, 25.00, 19.30, 20.20, 25.00
005747, 30.00, 70.00, 0.00, 40.00, 0.87363, 0.0256894548, 0.76318, 5, 1584133462.0, 44233.0, 905.00, 25.00, 19.30, 20.20, 25.00
005748, 30.00, 65.00, 0.00, 35.00, 0.91387, 0.0317227737, 0.76318, 5, 1584133469.0, 44240.0, 905.00, 25.00, 19.30, 20.20, 25.00
005749, 30.00, 60.00, 0.00, 30.00, 0.94430, 0.0354769997, 0.76318, 5, 1584133476.0, 44247.0, 905.00, 25.00, 19.30, 20.20, 25.00
005750, 30.00, 55.00, 0.00, 25.00, 0.96630, 0.0000000000, 0.76318, 5, 1584133483.0, 44254.0, 905.00, 25.00, 19.30, 20.20, 25.00
005751, 30.00, 50.00, 0.00, 20.00, 0.98713, 0.0000000000, 0.76318, 5, 1584133490.0, 44261.0, 905.00, 25.00, 19.30, 20.20, 25.00
005752, 30.00, 45.00, 0.00, 15.00, 1.00728, 0.0000000000, 0.76318, 5, 1584133498.0, 44269.0, 905.00, 25.00, 19.30, 20.20, 25.00
005753, 30.00, 40.00, 0.00, 10.00, 1.02470, 0.0000000000, 0.76318, 5, 1584133505.0, 44276.0, 905.00, 25.00, 19.30, 20.20, 25.00
005754, 30.00, 35.00, 0.00, 5.00, 1.04445, 0.0000000000, 0.76318, 5, 1584133512.0, 44283.0, 905.00, 25.00, 19.30, 20.20, 25.00
005755, 30.00, 25.00, 0.00, 5.00, 1.06422, 0.0173667567, 0.76318, 5, 1584133526.0, 44297.0, 905.00, 25.00, 19.30, 20.20, 25.00
005756, 30.00, 20.00, 0.00, 10.00, 1.06288, 0.0205400490, 0.76318, 5, 1584133534.0, 44305.0, 905.00, 25.00, 19.30, 20.20, 25.00
005757, 30.00, 15.00, 0.00, 15.00, 1.06404, 0.0000000000, 0.76318, 5, 1584133541.0, 44312.0, 905.00, 25.00, 19.30, 20.20, 25.00
005758, 30.00, 10.00, 0.00, 20.00, 1.06601, 0.0000000000, 0.76318, 5, 1584133548.0, 44319.0, 905.00, 25.00, 19.30, 20.20, 25.00
005759, 30.00, 5.00, 0.00, 25.00, 1.06784, 0.0192851346, 0.76318, 5, 1584133555.0, 44326.0, 905.00, 25.00, 19.30, 20.20, 25.00
005760, 30.00, 0.00, 0.00, 30.00, 1.06324, 0.0000000000, 0.76318, 5, 1584133562.0, 44333.0, 905.00, 25.00, 19.30, 20.20, 25.00
005761, 30.00, 5.00, 180.00, 35.00, 1.06688, 0.0000000000, 0.76318, 5, 1584133569.0, 44340.0, 905.00, 25.00, 19.30, 20.20, 25.00
005762, 30.00, 10.00, 180.00, 40.00, 1.07062, 0.0158868854, 0.76318, 5, 1584133577.0, 44348.0, 905.00, 25.00, 19.30, 20.20, 25.00
005763, 30.00, 15.00, 180.00, 45.00, 1.07282, 0.0197970560, 0.76318, 5, 1584133584.0, 44355.0, 905.00, 25.00, 19.30, 20.20, 25.00
005764, 30.00, 20.00, 180.00, 50.00, 1.07532, 0.0000000000, 0.76318, 5, 1584133591.0, 44362.0, 905.00, 25.00, 19.30, 20.20, 25.00
005765, 30.00, 25.00, 180.00, 55.00, 1.07538, 0.0210491514, 0.76318, 5, 1584133598.0, 44369.0, 905.00, 25.00, 19.30, 20.20, 25.00
005766, 30.00, 30.00, 180.00, 60.00, 1.07637, 0.0000000000, 0.76318, 5, 1584133605.0, 44376.0, 905.00, 25.00, 19.30, 20.20, 25.00
005767, 30.00, 35.00, 180.00, 65.00, 1.07713, 0.0000000000, 0.76318, 5, 1584133613.0, 44384.0, 905.00, 25.00, 19.30, 20.20, 25.00
005768, 30.00, 40.00, 180.00, 70.00, 1.07582, 0.0000000000, 0.76318, 5, 1584133620.0, 44391.0, 905.00, 25.00, 19.30, 20.20, 25.00
005769, 30.00, 45.00, 180.00, 75.00, 1.07097, 0.0270901321, 0.76318, 5, 1584133627.0, 44398.0, 905.00, 25.00, 19.30, 20.20, 25.00
005770, 30.00, 50.00, 180.00, 80.00, 1.06777, 0.0000000000, 0.76318, 5, 1584133634.0, 44405.0, 905.00, 25.00, 19.30, 20.20, 25.00
