# 'counter', 'incidence', 'emission', 'azimuth', 'phase', 'reflectance_factor', 'standard_deviation', 'error_estimate', 'quality_flag', 'absolute_time', 'relative_time', 'bandpass_central', 'bandpass_FWHM', 'sample_temperature', 'air_temperature', 'air_humidity'
000000, 0.00, 80.00, 90.00, 80.00, 0.79146, 0.1338897162, 1.94936, 5, 1584089229.0, 0.0, 450.00, 70.00, 19.40, 20.00, 25.00
000001, 0.00, 75.00, 90.00, 75.00, 0.86380, 0.0999092389, 1.94936, 5, 1584089238.0, 9.0, 450.00, 70.00, 19.40, 20.00, 25.00
000002, 0.00, 70.00, 90.00, 70.00, 0.90850, 0.0610971397, 1.94936, 5, 1584089248.0, 19.0, 450.00, 70.00, 19.40, 20.00, 25.00
000003, 0.00, 65.00, 90.00, 65.00, 0.94535, 0.0656271848, 1.94936, 5, 1584089257.0, 28.0, 450.00, 70.00, 19.40, 20.00, 25.00
000004, 0.00, 60.00, 90.00, 60.00, 0.97333, 0.0416929619, 1.94936, 5, 1584089266.0, 37.0, 450.00, 70.00, 19.40, 20.10, 25.00
000005, 0.00, 55.00, 90.00, 55.00, 0.99324, 0.0785413508, 1.94936, 5, 1584089275.0, 46.0, 450.00, 70.00, 19.30, 20.00, 25.00
000006, 0.00, 50.00, 90.00, 50.00, 1.01126, 0.0313605132, 1.94936, 5, 1584089285.0, 56.0, 450.00, 70.00, 19.40, 20.10, 25.00
000007, 0.00, 45.00, 90.00, 45.00, 1.02827, 0.0313069490, 1.94936, 5, 1584089294.0, 65.0, 450.00, 70.00, 19.40, 20.00, 25.00
000008, 0.00, 40.00, 90.00, 40.00, 1.04108, 0.0229416992, 1.94936, 5, 1584089303.0, 74.0, 450.00, 70.00, 19.40, 20.10, 25.00
000009, 0.00, 35.00, 90.00, 35.00, 1.05334, 0.0270583850, 1.94936, 5, 1584089313.0, 84.0, 450.00, 70.00, 19.40, 20.10, 25.00
000010, 0.00, 30.00, 90.00, 30.00, 1.06559, 0.0311675878, 1.94936, 5, 1584089322.0, 93.0, 450.00, 70.00, 19.40, 20.00, 25.00
000011, 0.00, 25.00, 90.00, 25.00, 1.07631, 0.0260641650, 1.94936, 5, 1584089332.0, 103.0, 450.00, 70.00, 19.40, 20.10, 25.00
000012, 0.00, 20.00, 90.00, 20.00, 1.08532, 0.0254436749, 1.94936, 5, 1584089341.0, 112.0, 450.00, 70.00, 19.40, 20.10, 25.00
000013, 0.00, 15.00, 90.00, 15.00, 1.09449, 0.0130761558, 1.94936, 5, 1584089350.0, 121.0, 450.00, 70.00, 19.40, 20.10, 25.00
000014, 0.00, 10.00, 90.00, 10.00, 1.10326, 0.0313399529, 1.94936, 5, 1584089360.0, 131.0, 450.00, 70.00, 19.40, 20.10, 25.00
000015, 0.00, 5.00, 90.00, 5.00, 1.11304, 0.0267321230, 1.94936, 5, 1584089369.0, 140.0, 450.00, 70.00, 19.40, 20.10, 25.00
000016, 0.00, 5.00, 75.00, 5.00, 1.11171, 0.0349632475, 1.94936, 5, 1584089399.0, 170.0, 450.00, 70.00, 19.40, 20.10, 25.00
000017, 0.00, 10.00, 75.00, 10.00, 1.10253, 0.0194855782, 1.94936, 5, 1584089408.0, 179.0, 450.00, 70.00, 19.40, 20.10, 25.00
000018, 0.00, 15.00, 75.00, 15.00, 1.09382, 0.0186891831, 1.94936, 5, 1584089417.0, 188.0, 450.00, 70.00, 19.40, 20.10, 25.00
000019, 0.00, 20.00, 75.00, 20.00, 1.08454, 0.0379942446, 1.94936, 5, 1584089427.0, 198.0, 450.00, 70.00, 19.40, 20.10, 25.00
000020, 0.00, 25.00, 75.00, 25.00, 1.07516, 0.0233606901, 1.94936, 5, 1584089436.0, 207.0, 450.00, 70.00, 19.40, 20.10, 25.00
000021, 0.00, 30.00, 75.00, 30.00, 1.06448, 0.0444470581, 1.94936, 5, 1584089445.0, 216.0, 450.00, 70.00, 19.40, 20.10, 25.00
000022, 0.00, 35.00, 75.00, 35.00, 1.05194, 0.0120455070, 1.94936, 5, 1584089455.0, 226.0, 450.00, 70.00, 19.40, 20.10, 25.00
000023, 0.00, 40.00, 75.00, 40.00, 1.03968, 0.0414324462, 1.94936, 5, 1584089464.0, 235.0, 450.00, 70.00, 19.40, 20.10, 25.00
000024, 0.00, 45.00, 75.00, 45.00, 1.02651, 0.0199810134, 1.94936, 5, 1584089473.0, 244.0, 450.00, 70.00, 19.40, 20.10, 25.00
000025, 0.00, 50.00, 75.00, 50.00, 1.01017, 0.0367511932, 1.94936, 5, 1584089483.0, 254.0, 450.00, 70.00, 19.40, 20.10, 25.00
000026, 0.00, 55.00, 75.00, 55.00, 0.99237, 0.0287640144, 1.94936, 5, 1584089492.0, 263.0, 450.00, 70.00, 19.40, 20.10, 25.00
000027, 0.00, 60.00, 75.00, 60.00, 0.97252, 0.0510793639, 1.94936, 5, 1584089502.0, 273.0, 450.00, 70.00, 19.40, 20.10, 25.00
000028, 0.00, 65.00, 75.00, 65.00, 0.94367, 0.0698474086, 1.94936, 5, 1584089511.0, 282.0, 450.00, 70.00, 19.40, 20.10, 25.00
000029, 0.00, 70.00, 75.00, 70.00, 0.90692, 0.0883074681, 1.94936, 5, 1584089520.0, 291.0, 450.00, 70.00, 19.40, 20.10, 25.00
000030, 0.00, 75.00, 75.00, 75.00, 0.86106, 0.0683680252, 1.94936, 5, 1584089529.0, 300.0, 450.00, 70.00, 19.40, 20.10, 25.00
000031, 0.00, 80.00, 75.00, 80.00, 0.78659, 0.3716302210, 1.94936, 5, 1584089539.0, 310.0, 450.00, 70.00, 19.40, 20.10, 25.00
000032, 0.00, 80.00, 60.00, 80.00, 0.78104, 0.2433062579, 1.94936, 5, 1584089550.0, 321.0, 450.00, 70.00, 19.40, 20.10, 25.00
000033, 0.00, 75.00, 60.00, 75.00, 0.85608, 0.0868921317, 1.94936, 5, 1584089559.0, 330.0, 450.00, 70.00, 19.40, 20.10, 25.00
000034, 0.00, 70.00, 60.00, 70.00, 0.90359, 0.0544775422, 1.94936, 5, 1584089568.0, 339.0, 450.00, 70.00, 19.40, 20.10, 25.00
000035, 0.00, 65.00, 60.00, 65.00, 0.94144, 0.0561407039, 1.94936, 5, 1584089578.0, 349.0, 450.00, 70.00, 19.40, 20.10, 25.00
000036, 0.00, 60.00, 60.00, 60.00, 0.97017, 0.0543026605, 1.94936, 5, 1584089587.0, 358.0, 450.00, 70.00, 19.40, 20.10, 25.00
000037, 0.00, 55.00, 60.00, 55.00, 0.99018, 0.0293063633, 1.94936, 5, 1584089597.0, 368.0, 450.00, 70.00, 19.40, 20.10, 25.00
000038, 0.00, 50.00, 60.00, 50.00, 1.00943, 0.0433200071, 1.94936, 5, 1584089606.0, 377.0, 450.00, 70.00, 19.40, 20.10, 25.00
000039, 0.00, 45.00, 60.00, 45.00, 1.02619, 0.0437007918, 1.94936, 5, 1584089616.0, 387.0, 450.00, 70.00, 19.40, 20.10, 25.00
000040, 0.00, 40.00, 60.00, 40.00, 1.03937, 0.0188700503, 1.94936, 5, 1584089625.0, 396.0, 450.00, 70.00, 19.40, 20.10, 25.00
000041, 0.00, 35.00, 60.00, 35.00, 1.05117, 0.0184134133, 1.94936, 5, 1584089635.0, 406.0, 450.00, 70.00, 19.40, 20.10, 25.00
000042, 0.00, 30.00, 60.00, 30.00, 1.06368, 0.0134676183, 1.94936, 5, 1584089644.0, 415.0, 450.00, 70.00, 19.40, 20.10, 25.00
000043, 0.00, 25.00, 60.00, 25.00, 1.07395, 0.0374508877, 1.94936, 5, 1584089654.0, 425.0, 450.00, 70.00, 19.40, 20.10, 25.00
000044, 0.00, 20.00, 60.00, 20.00, 1.08295, 0.0165066099, 1.94936, 5, 1584089663.0, 434.0, 450.00, 70.00, 19.40, 20.10, 25.00
000045, 0.00, 15.00, 60.00, 15.00, 1.09226, 0.0291212756, 1.94936, 5, 1584089673.0, 444.0, 450.00, 70.00, 19.40, 20.10, 25.00
000046, 0.00, 10.00, 60.00, 10.00, 1.10070, 0.0219401270, 1.94936, 5, 1584089682.0, 453.0, 450.00, 70.00, 19.40, 20.10, 25.00
000047, 0.00, 5.00, 60.00, 5.00, 1.11108, 0.0307125866, 1.94936, 5, 1584089692.0, 463.0, 450.00, 70.00, 19.40, 20.10, 25.00
000048, 0.00, 5.00, 45.00, 5.00, 1.11104, 0.0224175418, 1.94936, 5, 1584089722.0, 493.0, 450.00, 70.00, 19.40, 20.10, 25.00
000049, 0.00, 10.00, 45.00, 10.00, 1.10038, 0.0116842929, 1.94936, 5, 1584089732.0, 503.0, 450.00, 70.00, 19.40, 20.10, 25.00
000050, 0.00, 15.00, 45.00, 15.00, 1.09206, 0.0226480671, 1.94936, 5, 1584089741.0, 512.0, 450.00, 70.00, 19.40, 20.10, 25.00
000051, 0.00, 20.00, 45.00, 20.00, 1.08258, 0.0270181016, 1.94936, 5, 1584089751.0, 522.0, 450.00, 70.00, 19.40, 20.10, 25.00
000052, 0.00, 25.00, 45.00, 25.00, 1.07307, 0.0269600236, 1.94936, 5, 1584089760.0, 531.0, 450.00, 70.00, 19.40, 20.10, 25.00
000053, 0.00, 30.00, 45.00, 30.00, 1.06293, 0.0206233445, 1.94936, 5, 1584089770.0, 541.0, 450.00, 70.00, 19.40, 20.10, 25.00
000054, 0.00, 35.00, 45.00, 35.00, 1.05039, 0.0458980375, 1.94936, 5, 1584089779.0, 550.0, 450.00, 70.00, 19.40, 20.10, 25.00
000055, 0.00, 40.00, 45.00, 40.00, 1.03795, 0.0261084516, 1.94936, 5, 1584089789.0, 560.0, 450.00, 70.00, 19.40, 20.10, 25.00
000056, 0.00, 45.00, 45.00, 45.00, 1.02529, 0.0153054831, 1.94936, 5, 1584089798.0, 569.0, 450.00, 70.00, 19.40, 20.10, 25.00
000057, 0.00, 50.00, 45.00, 50.00, 1.00797, 0.0252697428, 1.94936, 5, 1584089808.0, 579.0, 450.00, 70.00, 19.40, 20.10, 25.00
000058, 0.00, 55.00, 45.00, 55.00, 0.99009, 0.0322179973, 1.94936, 5, 1584089817.0, 588.0, 450.00, 70.00, 19.40, 20.10, 25.00
000059, 0.00, 60.00, 45.00, 60.00, 0.96893, 0.0499184354, 1.94936, 5, 1584089827.0, 598.0, 450.00, 70.00, 19.40, 20.10, 25.00
000060, 0.00, 65.00, 45.00, 65.00, 0.93939, 0.0627584861, 1.94936, 5, 1584089836.0, 607.0, 450.00, 70.00, 19.40, 20.10, 25.00
000061, 0.00, 70.00, 45.00, 70.00, 0.90218, 0.0804116660, 1.94936, 5, 1584089845.0, 616.0, 450.00, 70.00, 19.40, 20.10, 25.00
000062, 0.00, 75.00, 45.00, 75.00, 0.85393, 0.1010639108, 1.94936, 5, 1584089855.0, 626.0, 450.00, 70.00, 19.40, 20.10, 25.00
000063, 0.00, 80.00, 45.00, 80.00, 0.77593, 0.1763107108, 1.94936, 5, 1584089864.0, 635.0, 450.00, 70.00, 19.40, 20.10, 25.00
000064, 0.00, 80.00, 30.00, 80.00, 0.76854, 0.1936981535, 1.94936, 5, 1584089876.0, 647.0, 450.00, 70.00, 19.40, 20.10, 25.00
000065, 0.00, 75.00, 30.00, 75.00, 0.85016, 0.1438372848, 1.94936, 5, 1584089885.0, 656.0, 450.00, 70.00, 19.40, 20.10, 25.00
000066, 0.00, 70.00, 30.00, 70.00, 0.89881, 0.0790997359, 1.94936, 5, 1584089895.0, 666.0, 450.00, 70.00, 19.40, 20.10, 25.00
000067, 0.00, 65.00, 30.00, 65.00, 0.93670, 0.0640344356, 1.94936, 5, 1584089904.0, 675.0, 450.00, 70.00, 19.40, 20.10, 25.00
000068, 0.00, 60.00, 30.00, 60.00, 0.96665, 0.0480775794, 1.94936, 5, 1584089914.0, 685.0, 450.00, 70.00, 19.40, 20.10, 25.00
000069, 0.00, 55.00, 30.00, 55.00, 0.98888, 0.0724325941, 1.94936, 5, 1584089923.0, 694.0, 450.00, 70.00, 19.40, 20.10, 25.00
000070, 0.00, 50.00, 30.00, 50.00, 1.00748, 0.0409757041, 1.94936, 5, 1584089933.0, 704.0, 450.00, 70.00, 19.40, 20.20, 25.00
000071, 0.00, 45.00, 30.00, 45.00, 1.02418, 0.0256481723, 1.94936, 5, 1584089942.0, 713.0, 450.00, 70.00, 19.40, 20.10, 25.00
000072, 0.00, 40.00, 30.00, 40.00, 1.03798, 0.0306801917, 1.94936, 5, 1584089952.0, 723.0, 450.00, 70.00, 19.40, 20.10, 25.00
000073, 0.00, 35.00, 30.00, 35.00, 1.05040, 0.0317255865, 1.94936, 5, 1584089961.0, 732.0, 450.00, 70.00, 19.40, 20.10, 25.00
000074, 0.00, 30.00, 30.00, 30.00, 1.06287, 0.0204403020, 1.94936, 5, 1584089971.0, 742.0, 450.00, 70.00, 19.40, 20.10, 25.00
000075, 0.00, 25.00, 30.00, 25.00, 1.07350, 0.0307092860, 1.94936, 5, 1584089981.0, 752.0, 450.00, 70.00, 19.40, 20.10, 25.00
000076, 0.00, 20.00, 30.00, 20.00, 1.08270, 0.0135875677, 1.94936, 5, 1584089990.0, 761.0, 450.00, 70.00, 19.40, 20.20, 25.00
000077, 0.00, 15.00, 30.00, 15.00, 1.09210, 0.0509925379, 1.94936, 5, 1584090000.0, 771.0, 450.00, 70.00, 19.40, 20.20, 25.00
000078, 0.00, 10.00, 30.00, 10.00, 1.10127, 0.0336106206, 1.94936, 5, 1584090009.0, 780.0, 450.00, 70.00, 19.40, 20.10, 25.00
000079, 0.00, 5.00, 30.00, 5.00, 1.11096, 0.0158857267, 1.94936, 5, 1584090019.0, 790.0, 450.00, 70.00, 19.40, 20.20, 25.00
000080, 0.00, 5.00, 15.00, 5.00, 1.11169, 0.0219565388, 1.94936, 5, 1584090049.0, 820.0, 450.00, 70.00, 19.40, 20.20, 25.00
000081, 0.00, 10.00, 15.00, 10.00, 1.10142, 0.0142011438, 1.94936, 5, 1584090058.0, 829.0, 450.00, 70.00, 19.40, 20.20, 25.00
000082, 0.00, 15.00, 15.00, 15.00, 1.09312, 0.0153570062, 1.94936, 5, 1584090068.0, 839.0, 450.00, 70.00, 19.40, 20.10, 25.00
000083, 0.00, 20.00, 15.00, 20.00, 1.08320, 0.0211106030, 1.94936, 5, 1584090077.0, 848.0, 450.00, 70.00, 19.40, 20.20, 25.00
000084, 0.00, 25.00, 15.00, 25.00, 1.07369, 0.0399957502, 1.94936, 5, 1584090087.0, 858.0, 450.00, 70.00, 19.40, 20.20, 25.00
000085, 0.00, 30.00, 15.00, 30.00, 1.06321, 0.0302281614, 1.94936, 5, 1584090096.0, 867.0, 450.00, 70.00, 19.40, 20.10, 25.00
000086, 0.00, 35.00, 15.00, 35.00, 1.05089, 0.0241151819, 1.94936, 5, 1584090106.0, 877.0, 450.00, 70.00, 19.40, 20.20, 25.00
000087, 0.00, 40.00, 15.00, 40.00, 1.03844, 0.0473247228, 1.94936, 5, 1584090115.0, 886.0, 450.00, 70.00, 19.40, 20.20, 25.00
000088, 0.00, 45.00, 15.00, 45.00, 1.02570, 0.0199966299, 1.94936, 5, 1584090125.0, 896.0, 450.00, 70.00, 19.40, 20.20, 25.00
000089, 0.00, 50.00, 15.00, 50.00, 1.00714, 0.0348122546, 1.94936, 5, 1584090134.0, 905.0, 450.00, 70.00, 19.40, 20.20, 25.00
000090, 0.00, 55.00, 15.00, 55.00, 0.98871, 0.0322629649, 1.94936, 5, 1584090143.0, 914.0, 450.00, 70.00, 19.40, 20.20, 25.00
000091, 0.00, 60.00, 15.00, 60.00, 0.96692, 0.0538775341, 1.94936, 5, 1584090153.0, 924.0, 450.00, 70.00, 19.40, 20.20, 25.00
000092, 0.00, 65.00, 15.00, 65.00, 0.93585, 0.0762452907, 1.94936, 5, 1584090162.0, 933.0, 450.00, 70.00, 19.40, 20.20, 25.00
000093, 0.00, 70.00, 15.00, 70.00, 0.89674, 0.0922389813, 1.94936, 5, 1584090172.0, 943.0, 450.00, 70.00, 19.40, 20.20, 25.00
000094, 0.00, 75.00, 15.00, 75.00, 0.84698, 0.1641030432, 1.94936, 5, 1584090181.0, 952.0, 450.00, 70.00, 19.40, 20.20, 25.00
000095, 0.00, 80.00, 15.00, 80.00, 0.76633, 0.1777052885, 1.94936, 5, 1584090191.0, 962.0, 450.00, 70.00, 19.40, 20.20, 25.00
000096, 0.00, 80.00, 0.00, 80.00, 0.76387, 0.1500838646, 1.94936, 5, 1584090202.0, 973.0, 450.00, 70.00, 19.40, 20.20, 25.00
000097, 0.00, 75.00, 0.00, 75.00, 0.84385, 0.1315900639, 1.94936, 5, 1584090211.0, 982.0, 450.00, 70.00, 19.40, 20.20, 25.00
000098, 0.00, 70.00, 0.00, 70.00, 0.89442, 0.0574721963, 1.94936, 5, 1584090221.0, 992.0, 450.00, 70.00, 19.40, 20.20, 25.00
000099, 0.00, 65.00, 0.00, 65.00, 0.93427, 0.0745749239, 1.94936, 5, 1584090231.0, 1002.0, 450.00, 70.00, 19.40, 20.20, 25.00
000100, 0.00, 60.00, 0.00, 60.00, 0.96492, 0.0406577843, 1.94936, 5, 1584090240.0, 1011.0, 450.00, 70.00, 19.40, 20.20, 25.00
000101, 0.00, 55.00, 0.00, 55.00, 0.98675, 0.0627682034, 1.94936, 5, 1584090250.0, 1021.0, 450.00, 70.00, 19.40, 20.20, 25.00
000102, 0.00, 50.00, 0.00, 50.00, 1.00578, 0.0642437684, 1.94936, 5, 1584090259.0, 1030.0, 450.00, 70.00, 19.40, 20.20, 25.00
000103, 0.00, 45.00, 0.00, 45.00, 1.02352, 0.0388373398, 1.94936, 5, 1584090269.0, 1040.0, 450.00, 70.00, 19.40, 20.20, 25.00
000104, 0.00, 40.00, 0.00, 40.00, 1.03702, 0.0384916026, 1.94936, 5, 1584090278.0, 1049.0, 450.00, 70.00, 19.40, 20.20, 25.00
000105, 0.00, 35.00, 0.00, 35.00, 1.04949, 0.0270297069, 1.94936, 5, 1584090288.0, 1059.0, 450.00, 70.00, 19.40, 20.20, 25.00
000106, 0.00, 30.00, 0.00, 30.00, 1.06263, 0.0311328845, 1.94936, 5, 1584090297.0, 1068.0, 450.00, 70.00, 19.40, 20.20, 25.00
000107, 0.00, 25.00, 0.00, 25.00, 1.07280, 0.0118786305, 1.94936, 5, 1584090307.0, 1078.0, 450.00, 70.00, 19.40, 20.20, 25.00
000108, 0.00, 20.00, 0.00, 20.00, 1.08258, 0.0189254452, 1.94936, 5, 1584090316.0, 1087.0, 450.00, 70.00, 19.40, 20.20, 25.00
000109, 0.00, 15.00, 0.00, 15.00, 1.09172, 0.0272539828, 1.94936, 5, 1584090326.0, 1097.0, 450.00, 70.00, 19.40, 20.20, 25.00
000110, 0.00, 10.00, 0.00, 10.00, 1.09945, 0.0486570037, 1.94936, 5, 1584090335.0, 1106.0, 450.00, 70.00, 19.40, 20.20, 25.00
000111, 0.00, 5.00, 0.00, 5.00, 1.10997, 0.0159985787, 1.94936, 5, 1584090345.0, 1116.0, 450.00, 70.00, 19.40, 20.20, 25.00
000112, 0.00, 5.00, 180.00, 5.00, 1.11138, 0.0201747966, 1.94936, 5, 1584090364.0, 1135.0, 450.00, 70.00, 19.40, 20.20, 25.00
000113, 0.00, 10.00, 180.00, 10.00, 1.10366, 0.0241233629, 1.94936, 5, 1584090373.0, 1144.0, 450.00, 70.00, 19.40, 20.20, 25.00
000114, 0.00, 15.00, 180.00, 15.00, 1.09544, 0.0375219106, 1.94936, 5, 1584090383.0, 1154.0, 450.00, 70.00, 19.40, 20.20, 25.00
000115, 0.00, 20.00, 180.00, 20.00, 1.08714, 0.0205910710, 1.94936, 5, 1584090392.0, 1163.0, 450.00, 70.00, 19.40, 20.20, 25.00
000116, 0.00, 25.00, 180.00, 25.00, 1.07676, 0.0462605611, 1.94936, 5, 1584090402.0, 1173.0, 450.00, 70.00, 19.40, 20.20, 25.00
000117, 0.00, 30.00, 180.00, 30.00, 1.06588, 0.0219815143, 1.94936, 5, 1584090411.0, 1182.0, 450.00, 70.00, 19.40, 20.20, 25.00
000118, 0.00, 35.00, 180.00, 35.00, 1.05531, 0.0244743835, 1.94936, 5, 1584090421.0, 1192.0, 450.00, 70.00, 19.40, 20.20, 25.00
000119, 0.00, 40.00, 180.00, 40.00, 1.04306, 0.0342519091, 1.94936, 5, 1584090430.0, 1201.0, 450.00, 70.00, 19.40, 20.20, 25.00
000120, 0.00, 45.00, 180.00, 45.00, 1.02783, 0.0223105899, 1.94936, 5, 1584090440.0, 1211.0, 450.00, 70.00, 19.40, 20.20, 25.00
000121, 0.00, 50.00, 180.00, 50.00, 1.01269, 0.0452346985, 1.94936, 5, 1584090449.0, 1220.0, 450.00, 70.00, 19.40, 20.20, 25.00
000122, 0.00, 55.00, 180.00, 55.00, 0.99438, 0.0714824669, 1.94936, 5, 1584090459.0, 1230.0, 450.00, 70.00, 19.40, 20.20, 25.00
000123, 0.00, 60.00, 180.00, 60.00, 0.96850, 0.0353907854, 1.94936, 5, 1584090468.0, 1239.0, 450.00, 70.00, 19.40, 20.10, 25.00
000124, 0.00, 65.00, 180.00, 65.00, 0.94043, 0.0827824645, 1.94936, 5, 1584090478.0, 1249.0, 450.00, 70.00, 19.40, 20.20, 25.00
000125, 0.00, 70.00, 180.00, 70.00, 0.90599, 0.0642461746, 1.94936, 5, 1584090487.0, 1258.0, 450.00, 70.00, 19.40, 20.20, 25.00
000126, 0.00, 75.00, 180.00, 75.00, 0.85418, 0.1344644716, 1.94936, 5, 1584090497.0, 1268.0, 450.00, 70.00, 19.40, 20.20, 25.00
000127, 0.00, 80.00, 180.00, 80.00, 0.77571, 0.2323907005, 1.94936, 5, 1584090506.0, 1277.0, 450.00, 70.00, 19.40, 20.20, 25.00
000128, 0.00, 80.00, 165.00, 80.00, 0.77649, 0.1729485997, 1.94936, 5, 1584090517.0, 1288.0, 450.00, 70.00, 19.40, 20.20, 25.00
000129, 0.00, 75.00, 165.00, 75.00, 0.85291, 0.1020918774, 1.94936, 5, 1584090527.0, 1298.0, 450.00, 70.00, 19.40, 20.20, 25.00
000130, 0.00, 70.00, 165.00, 70.00, 0.90536, 0.0512032770, 1.94936, 5, 1584090536.0, 1307.0, 450.00, 70.00, 19.40, 20.20, 25.00
000131, 0.00, 65.00, 165.00, 65.00, 0.93834, 0.0982673665, 1.94936, 5, 1584090546.0, 1317.0, 450.00, 70.00, 19.40, 20.20, 25.00
000132, 0.00, 60.00, 165.00, 60.00, 0.96784, 0.0918390680, 1.94936, 5, 1584090555.0, 1326.0, 450.00, 70.00, 19.40, 20.20, 25.00
000133, 0.00, 55.00, 165.00, 55.00, 0.99255, 0.0797953853, 1.94936, 5, 1584090565.0, 1336.0, 450.00, 70.00, 19.40, 20.20, 25.00
000134, 0.00, 50.00, 165.00, 50.00, 1.00991, 0.0487237964, 1.94936, 5, 1584090574.0, 1345.0, 450.00, 70.00, 19.40, 20.20, 25.00
000135, 0.00, 45.00, 165.00, 45.00, 1.02700, 0.0287980683, 1.94936, 5, 1584090584.0, 1355.0, 450.00, 70.00, 19.40, 20.20, 25.00
000136, 0.00, 40.00, 165.00, 40.00, 1.04220, 0.0381684749, 1.94936, 5, 1584090593.0, 1364.0, 450.00, 70.00, 19.40, 20.20, 25.00
000137, 0.00, 35.00, 165.00, 35.00, 1.05409, 0.0321541667, 1.94936, 5, 1584090603.0, 1374.0, 450.00, 70.00, 19.40, 20.20, 25.00
000138, 0.00, 30.00, 165.00, 30.00, 1.06452, 0.0320577579, 1.94936, 5, 1584090612.0, 1383.0, 450.00, 70.00, 19.40, 20.20, 25.00
000139, 0.00, 25.00, 165.00, 25.00, 1.07526, 0.0240703729, 1.94936, 5, 1584090622.0, 1393.0, 450.00, 70.00, 19.40, 20.20, 25.00
000140, 0.00, 20.00, 165.00, 20.00, 1.08459, 0.0272413425, 1.94936, 5, 1584090632.0, 1403.0, 450.00, 70.00, 19.40, 20.20, 25.00
000141, 0.00, 15.00, 165.00, 15.00, 1.09343, 0.0264617092, 1.94936, 5, 1584090641.0, 1412.0, 450.00, 70.00, 19.40, 20.20, 25.00
000142, 0.00, 10.00, 165.00, 10.00, 1.10305, 0.0261469286, 1.94936, 5, 1584090651.0, 1422.0, 450.00, 70.00, 19.40, 20.20, 25.00
000143, 0.00, 5.00, 165.00, 5.00, 1.11053, 0.0215704477, 1.94936, 5, 1584090660.0, 1431.0, 450.00, 70.00, 19.40, 20.20, 25.00
000144, 0.00, 5.00, 150.00, 5.00, 1.11044, 0.0198516753, 1.94936, 5, 1584090690.0, 1461.0, 450.00, 70.00, 19.40, 20.20, 25.00
000145, 0.00, 10.00, 150.00, 10.00, 1.10253, 0.0175775492, 1.94936, 5, 1584090700.0, 1471.0, 450.00, 70.00, 19.40, 20.20, 25.00
000146, 0.00, 15.00, 150.00, 15.00, 1.09326, 0.0292720126, 1.94936, 5, 1584090710.0, 1481.0, 450.00, 70.00, 19.40, 20.20, 25.00
000147, 0.00, 20.00, 150.00, 20.00, 1.08403, 0.0263326610, 1.94936, 5, 1584090719.0, 1490.0, 450.00, 70.00, 19.40, 20.20, 25.00
000148, 0.00, 25.00, 150.00, 25.00, 1.07407, 0.0285925163, 1.94936, 5, 1584090728.0, 1499.0, 450.00, 70.00, 19.40, 20.20, 25.00
000149, 0.00, 30.00, 150.00, 30.00, 1.06301, 0.0211650558, 1.94936, 5, 1584090738.0, 1509.0, 450.00, 70.00, 19.40, 20.20, 25.00
000150, 0.00, 35.00, 150.00, 35.00, 1.05246, 0.0221766082, 1.94936, 5, 1584090747.0, 1518.0, 450.00, 70.00, 19.40, 20.20, 25.00
000151, 0.00, 40.00, 150.00, 40.00, 1.04015, 0.0629406877, 1.94936, 5, 1584090757.0, 1528.0, 450.00, 70.00, 19.40, 20.20, 25.00
000152, 0.00, 45.00, 150.00, 45.00, 1.02575, 0.0321891297, 1.94936, 5, 1584090766.0, 1537.0, 450.00, 70.00, 19.40, 20.20, 25.00
000153, 0.00, 50.00, 150.00, 50.00, 1.00992, 0.0483781672, 1.94936, 5, 1584090776.0, 1547.0, 450.00, 70.00, 19.40, 20.20, 25.00
000154, 0.00, 55.00, 150.00, 55.00, 0.99288, 0.0577728952, 1.94936, 5, 1584090785.0, 1556.0, 450.00, 70.00, 19.40, 20.20, 25.00
000155, 0.00, 60.00, 150.00, 60.00, 0.96875, 0.0431122023, 1.94936, 5, 1584090795.0, 1566.0, 450.00, 70.00, 19.40, 20.20, 25.00
000156, 0.00, 65.00, 150.00, 65.00, 0.93931, 0.0438271468, 1.94936, 5, 1584090804.0, 1575.0, 450.00, 70.00, 19.40, 20.20, 25.00
000157, 0.00, 70.00, 150.00, 70.00, 0.90682, 0.0715545094, 1.94936, 5, 1584090814.0, 1585.0, 450.00, 70.00, 19.40, 20.20, 25.00
000158, 0.00, 75.00, 150.00, 75.00, 0.85728, 0.1181690170, 1.94936, 5, 1584090823.0, 1594.0, 450.00, 70.00, 19.40, 20.20, 25.00
000159, 0.00, 80.00, 150.00, 80.00, 0.77897, 0.2124678088, 1.94936, 5, 1584090833.0, 1604.0, 450.00, 70.00, 19.40, 20.20, 25.00
000160, 0.00, 80.00, 135.00, 80.00, 0.77695, 0.1356123094, 1.94936, 5, 1584090844.0, 1615.0, 450.00, 70.00, 19.40, 20.20, 25.00
000161, 0.00, 75.00, 135.00, 75.00, 0.85094, 0.0921297520, 1.94936, 5, 1584090854.0, 1625.0, 450.00, 70.00, 19.40, 20.20, 25.00
000162, 0.00, 70.00, 135.00, 70.00, 0.90281, 0.0681246126, 1.94936, 5, 1584090863.0, 1634.0, 450.00, 70.00, 19.40, 20.20, 25.00
000163, 0.00, 65.00, 135.00, 65.00, 0.93652, 0.0817377639, 1.94936, 5, 1584090873.0, 1644.0, 450.00, 70.00, 19.40, 20.20, 25.00
